submission_date,state,tot_cases,conf_cases,tot_death
11/23/2021,CA,5033935,4777804.0,73214
08/26/2020,CA,679099,679099.0,12158
10/09/2022,CA,11284337,10437463.0,95414
09/02/2022,CA,11109226,10291286.0,94239
02/16/2021,CA,3412057,3412057.0,46795
07/02/2020,CA,240195,240195.0,6059
02/11/2020,CA,6,6.0,0
11/12/2021,CA,4972469,4719596.0,72288
02/29/2020,CA,34,34.0,0
02/17/2021,CA,3416147,3416147.0,47086
01/10/2021,CA,2670962,2670962.0,29496
06/26/2022,CA,10010679,9312854.0,91420
01/10/2022,CA,6256630,5943177.0,76550
04/05/2022,CA,9105181,8503930.0,88355
10/02/2021,CA,4705915,4496717.0,68796
06/04/2022,CA,9647488,8989279.0,90815
04/26/2021,CA,3631740,3631740.0,60203
05/07/2020,CA,60614,60614.0,2412
11/05/2021,CA,4937188,4688285.0,71852
01/01/2022,CA,5477529,5191438.0,75847
03/08/2021,CA,3504652,3504652.0,53828
08/12/2021,CA,4148188,3980172.0,64037
07/15/2020,CA,347634,347634.0,7164
02/03/2022,CA,8545237,7969398.0,79802
03/14/2021,CA,3526335,3526335.0,55235
08/02/2021,CA,4038262,3873771.0,64085
09/09/2020,CA,739527,739527.0,13727
12/11/2021,CA,5133238,4867604.0,74509
12/27/2020,CA,2122806,2122806.0,24121
08/09/2020,CA,554160,554160.0,10173
08/11/2020,CA,574411,574411.0,10272
08/24/2022,CA,11006684,10211889.0,93843
09/04/2020,CA,722283,722283.0,13292
04/18/2020,CA,28963,28963.0,1024
04/07/2021,CA,3586059,3586059.0,58659
11/17/2020,CA,1037978,1037978.0,18343
11/07/2020,CA,956957,956957.0,17944
04/28/2021,CA,3634778,3634778.0,60273
10/09/2021,CA,4749201,4536273.0,69507
03/05/2022,CA,8987031,8399677.0,85353
05/11/2022,CA,9307414,8687626.0,89957
08/06/2020,CA,529980,529980.0,9660
12/29/2021,CA,5371564,5097398.0,75629
09/22/2021,CA,4634791,4434696.0,67774
07/29/2021,CA,3994499,3830008.0,63891
11/17/2021,CA,5001302,4748429.0,72718
07/27/2022,CA,10632055,9871930.0,92595
03/16/2020,CA,392,392.0,5
04/07/2022,CA,9105181,8503930.0,88355
06/29/2021,CA,3714813,3714813.0,62999
04/26/2020,CA,42164,42164.0,1647
10/10/2021,CA,4749201,4536273.0,69507
08/12/2022,CA,10888858,10104761.0,93378
04/21/2020,CA,33261,33261.0,1188
04/24/2021,CA,3627885,3627885.0,60135
11/04/2020,CA,940010,940010.0,17771
08/21/2020,CA,650336,650336.0,11590
01/11/2021,CA,2710801,2710801.0,29911
09/24/2021,CA,4653610,4448666.0,68087
06/24/2021,CA,3706846,3706846.0,62822
05/31/2022,CA,9602503,8955662.0,90719
09/30/2022,CA,11253453,10412352.0,95165
01/02/2022,CA,5477529,5191438.0,75847
05/07/2021,CA,3650747,3650747.0,61027
10/01/2022,CA,11253453,10412352.0,95165
06/02/2021,CA,3685916,3685916.0,62044
07/15/2022,CA,10420473,9677827.0,92185
06/03/2022,CA,9647488,8989279.0,90815
08/04/2021,CA,4054132,3889641.0,64150
11/15/2021,CA,4992875,4740002.0,72570
04/25/2020,CA,41137,41137.0,1573
09/08/2020,CA,737911,737911.0,13647
07/19/2022,CA,10495155,9752509.0,92292
08/16/2020,CA,621562,621562.0,11104
07/30/2021,CA,4004855,3840364.0,63935
09/22/2020,CA,784324,784324.0,14900
07/25/2022,CA,10564928,9804803.0,92469
11/22/2020,CA,1102033,1102033.0,18754
10/12/2022,CA,11284337,10437463.0,95414
08/17/2021,CA,4211423,4043407.0,64201
06/22/2021,CA,3704640,3704640.0,62701
05/18/2021,CA,3666591,3666591.0,61513
10/05/2021,CA,4728665,4519467.0,69027
03/21/2021,CA,3545278,3545278.0,56118
08/30/2020,CA,699909,699909.0,12745
01/22/2020,CA,0,0.0,0
01/18/2022,CA,7185586,6812354.0,77306
07/20/2022,CA,10495155,9752509.0,92292
01/08/2021,CA,2568641,2568641.0,28366
07/13/2022,CA,10345430,9619398.0,92055
03/04/2020,CA,53,53.0,0
06/23/2020,CA,183073,183073.0,5445
05/23/2022,CA,9437716,8797890.0,90382
02/26/2022,CA,8941505,8361704.0,83992
10/01/2021,CA,4705915,4496717.0,68796
03/10/2021,CA,3513678,3513678.0,54320
09/09/2022,CA,11155889,10329995.0,94558
12/14/2021,CA,5157619,4891985.0,74704
09/15/2022,CA,11180793,10354899.0,94747
12/13/2020,CA,1551766,1551766.0,20995
09/01/2020,CA,707797,707797.0,12795
07/16/2022,CA,10420473,9677827.0,92185
08/10/2021,CA,4127813,3959797.0,64328
08/29/2020,CA,693839,693839.0,12569
10/10/2022,CA,11284337,10437463.0,95414
02/12/2021,CA,3381615,3381615.0,45520
11/18/2021,CA,5009101,4752970.0,72847
09/11/2021,CA,4538638,4345068.0,66625
12/28/2021,CA,5350816,5076650.0,75558
03/17/2021,CA,3532496,3532496.0,55577
09/26/2020,CA,798237,798237.0,15361
01/13/2022,CA,6670139,6296907.0,76804
04/09/2020,CA,18309,18309.0,492
07/29/2020,CA,475305,475305.0,8516
05/15/2021,CA,3663539,3663539.0,61444
09/03/2022,CA,11109226,10291286.0,94239
09/19/2021,CA,4615987,4415892.0,67608
09/03/2020,CA,717177,717177.0,13120
07/01/2022,CA,10143414,9431299.0,91701
05/19/2020,CA,81795,81795.0,3250
01/23/2021,CA,3085040,3085040.0,35544
09/23/2020,CA,787470,787470.0,15038
01/26/2022,CA,8016654,7569687.0,78316
01/22/2022,CA,7570538,7123571.0,77722
02/28/2021,CA,3475562,3475562.0,51794
05/10/2020,CA,66680,66680.0,2657
09/18/2022,CA,11184654,10354899.0,94747
09/29/2021,CA,4687825,4482881.0,68517
07/07/2022,CA,10212491,9500376.0,91795
10/04/2020,CA,823729,823729.0,15999
12/10/2021,CA,5133238,4867604.0,74509
06/17/2022,CA,9881072,9199942.0,91240
09/25/2022,CA,11220161,10384673.0,95009
10/17/2020,CA,864455,864455.0,16790
07/15/2021,CA,3899499,3743714.0,63533
02/01/2020,CA,0,0.0,0
06/06/2020,CA,126016,126016.0,4435
03/07/2022,CA,8999665,8412311.0,85849
09/14/2021,CA,4566376,4372806.0,66813
05/28/2022,CA,9543015,8896174.0,90612
02/20/2020,CA,15,15.0,0
06/07/2022,CA,9717111,9058902.0,90892
01/09/2021,CA,2621277,2621277.0,28996
07/26/2020,CA,453659,453659.0,8382
03/20/2020,CA,1006,1006.0,18
05/26/2022,CA,9493324,8853498.0,90488
01/11/2022,CA,6400010,6086557.0,76564
01/07/2021,CA,2518611,2518611.0,27811
03/24/2022,CA,9071134,8473370.0,87702
11/05/2020,CA,944576,944576.0,17833
04/25/2022,CA,9177609,8566404.0,89255
04/22/2022,CA,9177609,8566404.0,89255
01/21/2021,CA,3039044,3039044.0,34345
05/27/2022,CA,9543015,8896174.0,90612
01/23/2020,CA,0,0.0,0
04/18/2022,CA,9140562,8535899.0,88907
08/10/2022,CA,10844550,10071958.0,93193
02/21/2021,CA,3441946,3441946.0,48807
04/26/2022,CA,9198997,8587792.0,89391
04/25/2021,CA,3629624,3629624.0,60188
02/05/2021,CA,3308468,3308468.0,42413
06/30/2020,CA,222917,222917.0,5877
07/19/2020,CA,384692,384692.0,7620
03/18/2021,CA,3535534,3535534.0,55795
07/18/2021,CA,3904150,3748365.0,63598
09/01/2021,CA,4429964,4246050.0,65430
04/23/2021,CA,3626656,3626656.0,60086
11/15/2020,CA,1019345,1019345.0,18302
08/13/2020,CA,593141,593141.0,10666
01/01/2021,CA,2292568,2292568.0,25802
09/12/2022,CA,11155889,10329995.0,94558
08/15/2021,CA,4190238,4022222.0,64183
06/20/2021,CA,3702882,3702882.0,62689
03/16/2022,CA,9035249,8442537.0,86927
03/15/2021,CA,3528795,3528795.0,55330
05/29/2022,CA,9543015,8896174.0,90612
10/11/2022,CA,11284337,10437463.0,95414
10/09/2020,CA,838606,838606.0,16298
11/28/2021,CA,5053778,4797647.0,73365
07/17/2020,CA,366164,366164.0,7409
03/06/2022,CA,8987031,8399677.0,85353
11/30/2021,CA,5062641,4806510.0,73712
09/07/2021,CA,4497019,4307960.0,66030
12/08/2021,CA,5118139,4856101.0,74351
04/07/2020,CA,15865,15865.0,374
05/17/2022,CA,9385311,8757871.0,90219
10/01/2020,CA,813687,813687.0,15757
02/08/2020,CA,6,6.0,0
06/18/2022,CA,9881072,9199942.0,91240
06/28/2022,CA,10076018,9378193.0,91516
03/01/2022,CA,8962457,8382656.0,84712
05/22/2022,CA,9437716,8797890.0,90382
07/10/2021,CA,3880618,3724833.0,63376
09/06/2021,CA,4489496,4300437.0,65990
02/20/2022,CA,8867026,8296145.0,82873
07/30/2020,CA,485502,485502.0,8751
09/17/2022,CA,11184654,10354899.0,94747
05/28/2021,CA,3682099,3682099.0,62025
12/29/2020,CA,2187221,2187221.0,24311
08/28/2020,CA,688858,688858.0,12461
11/29/2021,CA,5057974,4801843.0,73656
06/27/2022,CA,10010679,9312854.0,91420
10/24/2021,CA,4826113,4606599.0,70884
03/22/2021,CA,3547278,3547278.0,56545
09/16/2022,CA,11184654,10354899.0,94747
10/26/2020,CA,901010,901010.0,17298
11/16/2020,CA,1029235,1029235.0,18323
07/31/2020,CA,493588,493588.0,8939
11/06/2020,CA,951094,951094.0,17898
11/19/2020,CA,1059267,1059267.0,18502
01/14/2022,CA,6789403,6416171.0,76940
08/11/2021,CA,4137738,3969722.0,63976
02/15/2021,CA,3406365,3406365.0,46719
12/15/2021,CA,5162035,4896401.0,74794
12/23/2020,CA,1964076,1964076.0,23097
09/03/2021,CA,4457045,4267986.0,65704
05/02/2021,CA,3642480,3642480.0,60748
07/08/2020,CA,289468,289468.0,6475
02/01/2022,CA,8423159,7915768.0,79382
11/09/2020,CA,971851,971851.0,18019
05/17/2020,CA,78839,78839.0,3180
05/25/2021,CA,3674662,3674662.0,61770
04/10/2020,CA,19472,19472.0,541
01/15/2022,CA,6789403,6416171.0,76940
12/22/2020,CA,1925007,1925007.0,22826
06/23/2022,CA,9946098,9264968.0,91314
01/09/2022,CA,5947810,5634357.0,76341
04/21/2021,CA,3622427,3622427.0,59890
06/10/2021,CA,3693362,3693362.0,62538
10/07/2020,CA,831225,831225.0,16131
01/25/2020,CA,0,0.0,0
11/06/2021,CA,4937188,4688285.0,71852
06/05/2022,CA,9647488,8989279.0,90815
04/20/2021,CA,3620301,3620301.0,59804
09/10/2020,CA,742865,742865.0,13847
11/02/2021,CA,4915947,4671147.0,71570
07/28/2021,CA,3983721,3822551.0,63849
10/25/2021,CA,4826113,4606599.0,70884
12/18/2021,CA,5178422,4909188.0,74996
07/11/2022,CA,10266226,9540194.0,91930
03/21/2022,CA,9060481,8465358.0,87485
07/17/2022,CA,10420473,9677827.0,92185
06/11/2022,CA,9775764,9106031.0,91006
11/03/2020,CA,934672,934672.0,17692
06/15/2021,CA,3697927,3697927.0,62515
10/03/2020,CA,819436,819436.0,15932
01/19/2021,CA,2996968,2996968.0,33364
07/22/2020,CA,413576,413576.0,7793
02/07/2020,CA,6,6.0,0
01/31/2021,CA,3243348,3243348.0,39913
03/12/2022,CA,9019412,8426700.0,86387
10/06/2021,CA,4734051,4524853.0,69184
08/05/2021,CA,4067174,3899158.0,64206
04/27/2022,CA,9198997,8587792.0,89391
03/25/2021,CA,3553307,3553307.0,57091
07/07/2021,CA,3721006,3721006.0,63259
04/29/2021,CA,3636235,3636235.0,60362
07/10/2020,CA,304297,304297.0,6787
10/31/2021,CA,4892387,4647587.0,71519
04/22/2020,CA,35396,35396.0,1293
07/18/2020,CA,375363,375363.0,7530
11/30/2020,CA,1212968,1212968.0,19220
11/04/2021,CA,4929176,4680273.0,71759
04/30/2020,CA,48917,48917.0,1890
01/17/2021,CA,2942475,2942475.0,32813
12/08/2020,CA,1389707,1389707.0,20087
08/17/2020,CA,628031,628031.0,11114
05/18/2020,CA,80430,80430.0,3216
07/26/2021,CA,3969141,3807971.0,63806
09/18/2021,CA,4606949,4406854.0,67483
05/14/2022,CA,9334767,8707327.0,90117
04/16/2021,CA,3611349,3611349.0,59587
06/06/2021,CA,3689994,3689994.0,62470
09/19/2022,CA,11184654,10354899.0,94747
10/30/2020,CA,916918,916918.0,17547
07/14/2022,CA,10345430,9619398.0,92055
03/17/2020,CA,472,472.0,5
08/18/2022,CA,10930234,10146137.0,93517
07/04/2020,CA,254745,254745.0,6247
08/29/2022,CA,11045449,10237892.0,94047
07/17/2021,CA,3904150,3748365.0,63598
01/19/2022,CA,7284223,6910991.0,77345
09/28/2022,CA,11220161,10384673.0,95009
08/06/2021,CA,4081576,3913560.0,64243
07/23/2021,CA,3947201,3786031.0,63741
05/04/2021,CA,3645341,3645341.0,60765
12/09/2021,CA,5126986,4861352.0,74432
06/02/2022,CA,9602503,8955662.0,90719
01/21/2022,CA,7570538,7123571.0,77722
12/06/2020,CA,1341700,1341700.0,19930
11/26/2020,CA,1158689,1158689.0,19031
12/30/2020,CA,2218142,2218142.0,24738
12/02/2020,CA,1245951,1245951.0,19368
04/01/2020,CA,8155,8155.0,171
01/29/2022,CA,8213786,7706395.0,78825
03/23/2020,CA,1733,1733.0,35
03/12/2021,CA,3520333,3520333.0,54878
10/23/2020,CA,886865,886865.0,17185
04/27/2020,CA,43464,43464.0,1676
06/20/2022,CA,9881072,9199942.0,91240
11/20/2021,CA,5014428,4758297.0,73000
01/27/2020,CA,0,0.0,0
06/22/2022,CA,9946098,9264968.0,91314
03/15/2020,CA,335,335.0,4
12/06/2021,CA,5107333,4845295.0,74209
05/24/2021,CA,3674044,3674044.0,61762
09/10/2022,CA,11155889,10329995.0,94558
11/25/2020,CA,1144049,1144049.0,18930
07/24/2020,CA,434828,434828.0,8096
12/23/2021,CA,5243781,4969615.0,75383
06/03/2021,CA,3686689,3686689.0,62092
12/09/2020,CA,1420558,1420558.0,20255
03/16/2021,CA,3530055,3530055.0,55372
07/09/2022,CA,10266226,9540194.0,91930
08/24/2021,CA,4311959,4133651.0,64694
03/23/2022,CA,9066243,8471120.0,87590
06/20/2020,CA,169309,169309.0,5318
06/30/2021,CA,3710454,3710454.0,63023
06/27/2021,CA,3712795,3712795.0,62990
08/03/2022,CA,10748851,9983370.0,92889
06/07/2020,CA,128812,128812.0,4501
07/09/2020,CA,296499,296499.0,6621
03/09/2020,CA,133,133.0,1
01/02/2021,CA,2345909,2345909.0,26236
10/28/2020,CA,908713,908713.0,17429
03/27/2020,CA,3801,3801.0,78
02/11/2021,CA,3371556,3371556.0,44990
01/29/2021,CA,3205947,3205947.0,38667
10/12/2020,CA,850028,850028.0,16470
11/14/2020,CA,1008377,1008377.0,18237
08/12/2020,CA,586056,586056.0,10491
11/23/2020,CA,1110370,1110370.0,18796
05/09/2022,CA,9274208,8654420.0,89851
12/26/2020,CA,2072665,2072665.0,23902
04/15/2020,CA,24424,24424.0,788
03/01/2020,CA,34,34.0,0
09/20/2020,CA,778400,778400.0,14848
09/02/2020,CA,712052,712052.0,12953
08/05/2020,CA,524722,524722.0,9520
04/05/2020,CA,13438,13438.0,319
11/27/2020,CA,1171324,1171324.0,19109
10/29/2021,CA,4892387,4647587.0,71519
08/31/2022,CA,11075694,10268137.0,94120
06/17/2020,CA,157015,157015.0,5064
01/14/2021,CA,2816969,2816969.0,31222
02/21/2022,CA,8867026,8296145.0,82873
01/13/2021,CA,2781039,2781039.0,30685
08/11/2022,CA,10844550,10071958.0,93193
01/04/2021,CA,2409703,2409703.0,26480
10/28/2021,CA,4885289,4640489.0,71408
03/12/2020,CA,198,198.0,3
04/27/2021,CA,3633185,3633185.0,60208
06/27/2020,CA,206433,206433.0,5786
03/26/2020,CA,3006,3006.0,64
03/27/2021,CA,3559193,3559193.0,57551
03/13/2022,CA,9019412,8426700.0,86387
03/06/2020,CA,69,69.0,1
09/13/2020,CA,754923,754923.0,14210
02/21/2020,CA,17,17.0,0
12/16/2021,CA,5171129,4901895.0,74879
05/22/2021,CA,3671655,3671655.0,61722
12/02/2021,CA,5077315,4815277.0,73919
12/01/2020,CA,1225189,1225189.0,19249
02/04/2020,CA,6,6.0,0
03/13/2021,CA,3523563,3523563.0,55095
06/22/2020,CA,178054,178054.0,5425
03/25/2022,CA,9074163,8476399.0,87809
04/06/2020,CA,14336,14336.0,343
05/03/2021,CA,3643992,3643992.0,60763
04/04/2022,CA,9095256,8494005.0,88207
02/12/2020,CA,7,7.0,0
03/24/2020,CA,1955,1955.0,37
02/26/2020,CA,31,31.0,0
07/20/2020,CA,391538,391538.0,7651
03/03/2022,CA,8981277,8393923.0,85127
08/19/2022,CA,10970412,10175617.0,93704
04/04/2021,CA,3580351,3580351.0,58513
09/17/2020,CA,766201,766201.0,14517
04/14/2022,CA,9133996,8529333.0,88748
12/04/2021,CA,5084927,4822889.0,74046
10/13/2021,CA,4774247,4561319.0,69862
02/27/2020,CA,33,33.0,0
04/02/2021,CA,3573074,3573074.0,58269
05/27/2020,CA,98980,98980.0,3707
02/17/2022,CA,8854449,8283568.0,82589
09/25/2021,CA,4653610,4448666.0,68087
06/18/2020,CA,161099,161099.0,5142
06/14/2020,CA,148855,148855.0,4961
09/18/2020,CA,769831,769831.0,14627
10/18/2022,CA,11309237,10458792.0,95604
10/25/2020,CA,898029,898029.0,17286
08/06/2022,CA,10796918,10024326.0,93056
03/19/2022,CA,9045132,8450009.0,87194
03/17/2022,CA,9040591,8445468.0,87045
11/10/2021,CA,4963742,4714839.0,72132
11/26/2021,CA,5045388,4789257.0,73365
04/13/2021,CA,3604395,3604395.0,59258
04/11/2022,CA,9115022,8513771.0,88557
07/06/2020,CA,271684,271684.0,6301
06/24/2020,CA,190222,190222.0,5499
10/27/2020,CA,904198,904198.0,17313
12/11/2020,CA,1485703,1485703.0,20643
02/24/2021,CA,3455361,3455361.0,49470
06/03/2020,CA,117687,117687.0,4231
02/04/2022,CA,8582249,8006410.0,80022
07/06/2021,CA,3719674,3719674.0,63238
06/01/2022,CA,9602503,8955662.0,90719
11/19/2021,CA,5014428,4758297.0,73000
03/30/2021,CA,3566464,3566464.0,57788
10/21/2021,CA,4820020,4600506.0,70741
12/22/2021,CA,5223364,4954130.0,75281
05/11/2020,CA,67939,67939.0,2691
09/12/2020,CA,750298,750298.0,14082
10/05/2022,CA,11253453,10412352.0,95165
09/05/2021,CA,4480630,4291571.0,65965
07/22/2021,CA,3939217,3778047.0,63695
06/05/2021,CA,3688893,3688893.0,62242
04/19/2020,CA,30333,30333.0,1117
06/16/2022,CA,9839072,9169339.0,91107
09/24/2022,CA,11220161,10384673.0,95009
12/17/2021,CA,5178422,4909188.0,74996
02/24/2022,CA,8929768,8349967.0,83784
07/03/2021,CA,3713944,3713944.0,63141
09/15/2021,CA,4574136,4380566.0,67001
03/23/2021,CA,3549101,3549101.0,56596
04/22/2021,CA,3624838,3624838.0,59992
02/02/2020,CA,3,3.0,0
05/23/2020,CA,90631,90631.0,3589
05/09/2020,CA,64561,64561.0,2576
05/12/2022,CA,9307414,8687626.0,89957
01/28/2022,CA,8213786,7706395.0,78825
04/18/2021,CA,3616779,3616779.0,59768
05/30/2020,CA,106878,106878.0,3985
01/07/2022,CA,5947810,5634357.0,76341
10/29/2020,CA,912904,912904.0,17502
10/22/2021,CA,4826113,4606599.0,70884
09/26/2021,CA,4653610,4448666.0,68087
11/21/2020,CA,1087714,1087714.0,18681
12/12/2021,CA,5133238,4867604.0,74509
02/28/2022,CA,8960997,8381196.0,84700
01/25/2021,CA,3136158,3136158.0,36448
08/04/2022,CA,10748851,9983370.0,92889
03/11/2020,CA,177,177.0,3
03/13/2020,CA,247,247.0,4
08/26/2022,CA,11045449,10237892.0,94047
03/30/2022,CA,9084834,8487070.0,88043
07/22/2022,CA,10564928,9804803.0,92469
08/25/2021,CA,4323858,4145550.0,64802
04/12/2020,CA,21794,21794.0,620
09/27/2020,CA,802308,802308.0,15432
10/20/2020,CA,874077,874077.0,16908
03/02/2021,CA,3481611,3481611.0,52129
08/02/2022,CA,10748851,9983370.0,92889
10/03/2021,CA,4705915,4496717.0,68796
11/25/2021,CA,5041193,4785062.0,73365
12/03/2021,CA,5084927,4822889.0,74046
05/14/2021,CA,3661675,3661675.0,61417
04/15/2022,CA,9140562,8535899.0,88907
01/25/2022,CA,7929436,7482469.0,78118
08/13/2021,CA,4162287,3994271.0,64098
10/03/2022,CA,11253453,10412352.0,95165
09/14/2020,CA,757778,757778.0,14211
09/27/2022,CA,11220161,10384673.0,95009
04/23/2022,CA,9177609,8566404.0,89255
09/23/2022,CA,11220161,10384673.0,95009
07/02/2022,CA,10143414,9431299.0,91701
03/09/2022,CA,9007008,8419654.0,86025
04/13/2022,CA,9115022,8513771.0,88557
10/15/2021,CA,4787698,4571467.0,70150
05/05/2021,CA,3646729,3646729.0,60862
12/18/2020,CA,1764374,1764374.0,22080
02/14/2022,CA,8816088,8244329.0,82026
02/13/2022,CA,8775930,8204171.0,81437
01/23/2022,CA,7570538,7123571.0,77722
06/09/2021,CA,3692506,3692506.0,62499
08/25/2022,CA,11006684,10211889.0,93843
07/21/2020,CA,400769,400769.0,7677
10/18/2020,CA,867317,867317.0,16883
01/06/2022,CA,5844204,5530751.0,76054
08/15/2020,CA,613689,613689.0,10994
07/01/2021,CA,3712152,3712152.0,63096
05/12/2021,CA,3658198,3658198.0,61305
08/29/2021,CA,4382003,4198089.0,65243
12/25/2020,CA,2042290,2042290.0,23724
01/31/2020,CA,0,0.0,0
09/11/2020,CA,746191,746191.0,13963
08/09/2022,CA,10844550,10071958.0,93193
09/21/2020,CA,781694,781694.0,14873
07/16/2021,CA,3904150,3748365.0,63598
02/07/2021,CA,3335926,3335926.0,43456
04/14/2020,CA,23253,23253.0,692
03/31/2021,CA,3568426,3568426.0,57936
05/27/2021,CA,3677235,3677235.0,61855
01/27/2021,CA,3169914,3169914.0,37326
12/14/2020,CA,1585044,1585044.0,21088
07/28/2022,CA,10632055,9871930.0,92595
09/07/2020,CA,735235,735235.0,13596
04/20/2022,CA,9155320,8550657.0,89054
08/31/2021,CA,4406577,4222663.0,65287
02/18/2022,CA,8867026,8296145.0,82873
02/16/2020,CA,8,8.0,0
08/20/2020,CA,644751,644751.0,11466
02/04/2021,CA,3294447,3294447.0,41634
03/19/2021,CA,3538821,3538821.0,56027
05/20/2022,CA,9437716,8797890.0,90382
05/31/2021,CA,3685032,3685032.0,62011
05/20/2021,CA,3668842,3668842.0,61603
08/23/2022,CA,11006684,10211889.0,93843
10/04/2021,CA,4724913,4515715.0,69039
05/03/2022,CA,9247030,8631663.0,89694
02/27/2022,CA,8941505,8361704.0,83992
12/07/2021,CA,5113467,4851429.0,74221
10/11/2021,CA,4766122,4553194.0,69741
03/29/2020,CA,10566,10566.0,235
02/28/2020,CA,33,33.0,0
01/16/2022,CA,6789403,6416171.0,76940
08/26/2021,CA,4341233,4157319.0,64931
07/27/2020,CA,460550,460550.0,8412
11/01/2020,CA,926534,926534.0,17662
07/31/2022,CA,10688199,9922718.0,92763
03/30/2020,CA,5763,5763.0,135
06/12/2021,CA,3695530,3695530.0,62508
02/02/2021,CA,3270770,3270770.0,40457
08/16/2021,CA,4201675,4033659.0,64194
12/21/2021,CA,5212461,4943227.0,75164
05/03/2020,CA,53616,53616.0,2138
08/03/2020,CA,514901,514901.0,9326
11/16/2021,CA,4997390,4744517.0,72590
12/31/2021,CA,5477529,5191438.0,75847
12/13/2021,CA,5152143,4886509.0,74685
09/15/2020,CA,760013,760013.0,14260
02/19/2022,CA,8867026,8296145.0,82873
10/08/2020,CA,834800,834800.0,16225
02/09/2020,CA,6,6.0,0
07/04/2021,CA,3713944,3713944.0,63141
02/24/2020,CA,25,25.0,0
05/02/2022,CA,9221030,8605663.0,89582
06/13/2020,CA,145643,145643.0,4879
02/15/2020,CA,8,8.0,0
07/09/2021,CA,3880618,3724833.0,63376
03/28/2022,CA,9081332,8483568.0,87954
07/13/2021,CA,3892784,3736999.0,63478
03/03/2020,CA,43,43.0,0
07/04/2022,CA,10143414,9431299.0,91701
03/28/2021,CA,3562191,3562191.0,57746
09/23/2021,CA,4646334,4441390.0,67928
10/18/2021,CA,4804462,4588231.0,70416
08/30/2021,CA,4396971,4213057.0,65271
05/05/2022,CA,9247030,8631663.0,89694
04/09/2022,CA,9115022,8513771.0,88557
08/23/2021,CA,4301558,4123250.0,64677
02/25/2020,CA,25,25.0,0
10/14/2020,CA,855072,855072.0,16522
12/21/2020,CA,1892348,1892348.0,22715
02/13/2021,CA,3391036,3391036.0,45986
05/04/2022,CA,9247030,8631663.0,89694
04/01/2021,CA,3570660,3570660.0,58090
03/08/2020,CA,114,114.0,1
11/28/2020,CA,1183320,1183320.0,19154
02/22/2022,CA,8907611,8336730.0,83523
06/08/2021,CA,3691660,3691660.0,62479
02/07/2022,CA,8655610,8079771.0,80539
08/30/2022,CA,11075694,10268137.0,94120
04/19/2021,CA,3618695,3618695.0,59772
03/28/2020,CA,4643,4643.0,101
11/21/2021,CA,5014428,4758297.0,73000
04/17/2021,CA,3614112,3614112.0,59690
08/22/2020,CA,656892,656892.0,11741
09/29/2020,CA,807425,807425.0,15462
03/08/2022,CA,9002023,8414669.0,85854
08/01/2020,CA,500130,500130.0,9095
03/03/2021,CA,3484963,3484963.0,52429
05/18/2022,CA,9385311,8757871.0,90219
07/27/2021,CA,3976872,3815702.0,63811
08/03/2021,CA,4045580,3881089.0,64096
07/21/2022,CA,10495155,9752509.0,92292
09/22/2022,CA,11214428,10384673.0,95009
04/04/2020,CA,12026,12026.0,276
06/21/2022,CA,9946098,9264968.0,91314
01/15/2021,CA,2859624,2859624.0,31647
09/05/2022,CA,11109226,10291286.0,94239
01/16/2021,CA,2900246,2900246.0,32250
07/19/2021,CA,3918247,3762462.0,63649
09/16/2021,CA,4588021,4387926.0,67187
12/31/2020,CA,2231552,2231552.0,25374
09/14/2022,CA,11155889,10329995.0,94558
09/04/2022,CA,11109226,10291286.0,94239
06/01/2020,CA,113006,113006.0,4080
03/09/2021,CA,3507266,3507266.0,53878
05/29/2020,CA,103886,103886.0,3904
11/27/2021,CA,5049583,4793452.0,73365
02/06/2020,CA,6,6.0,0
07/18/2022,CA,10420473,9677827.0,92185
07/01/2020,CA,232657,232657.0,5978
11/11/2020,CA,984682,984682.0,18094
12/12/2020,CA,1521432,1521432.0,20812
06/15/2020,CA,151452,151452.0,4980
06/26/2020,CA,200461,200461.0,5717
02/19/2020,CA,15,15.0,0
08/20/2022,CA,10970412,10175617.0,93704
05/06/2021,CA,3648276,3648276.0,60927
07/06/2022,CA,10212491,9500376.0,91795
07/07/2020,CA,277774,277774.0,6362
12/28/2020,CA,2155976,2155976.0,24195
06/29/2022,CA,10076018,9378193.0,91516
05/26/2021,CA,3675817,3675817.0,61824
08/07/2021,CA,4094492,3926476.0,64276
05/09/2021,CA,3654545,3654545.0,61228
12/10/2020,CA,1450235,1450235.0,20458
03/26/2022,CA,9074163,8476399.0,87809
07/13/2020,CA,329162,329162.0,7014
07/24/2021,CA,3947201,3786031.0,63741
01/26/2020,CA,0,0.0,0
05/13/2022,CA,9334767,8707327.0,90117
08/23/2020,CA,663669,663669.0,11945
09/10/2021,CA,4525175,4331605.0,66422
12/05/2021,CA,5084927,4822889.0,74046
09/04/2021,CA,4466363,4277304.0,65807
09/30/2021,CA,4698046,4488848.0,68670
03/24/2021,CA,3551056,3551056.0,56850
02/13/2020,CA,8,8.0,0
08/28/2021,CA,4370175,4186261.0,65139
11/01/2021,CA,4911738,4666938.0,71532
08/14/2021,CA,4176766,4008750.0,64138
09/06/2022,CA,11137381,10314717.0,94351
06/14/2022,CA,9839072,9169339.0,91107
10/11/2020,CA,846579,846579.0,16460
02/06/2022,CA,8582249,8006410.0,80022
07/02/2021,CA,3713944,3713944.0,63141
