submission_date,state,tot_cases,conf_cases,tot_death
08/21/2021,FL,3080029,,46406
02/25/2021,NY,907769,,17893
08/25/2021,TX,3496374,,54455
08/03/2021,NY,1176467,,19991
07/12/2022,NY,3032787,,28325
08/19/2021,FL,3039393,,45595
10/11/2020,TX,792478,,17599
10/13/2020,FL,726455,,16984
10/21/2020,NY,232460,,9166
06/12/2022,NY,2963552,,28084
02/02/2020,FL,0,,0
03/03/2020,TX,0,,0
09/07/2021,NY,1264076,,20436
03/23/2021,TX,2752288,,48349
10/02/2021,FL,3601007,,58995
09/01/2021,TX,3611990,,55955
04/21/2022,FL,5899615,,74142
02/08/2022,NY,2589615,,26390
11/24/2020,TX,1217837,,23167
02/10/2021,TX,2517453,,43534
01/27/2020,NY,0,,0
09/08/2022,TX,7785462,,88775
01/27/2020,TX,0,,0
04/26/2021,NY,1111096,,19343
08/26/2020,TX,592137,,14272
03/06/2022,NY,2637918,,27038
05/28/2022,TX,6844485,,86804
07/29/2020,NY,189042,,8830
09/07/2022,FL,7061292,,80866
02/14/2020,NY,0,,0
07/27/2022,NY,3076840,,28481
09/30/2022,FL,7119964,,81756
06/15/2020,NY,173685,,8521
06/30/2022,NY,3002193,,28239
04/09/2020,NY,72910,,1787
09/24/2020,NY,211336,,9017
07/04/2021,NY,1158205,,19935
05/29/2021,FL,2284465,,37083
06/04/2022,FL,6215829,,75128
07/13/2022,TX,7240199,,87321
02/18/2021,TX,2574194,,44954
08/20/2022,NY,3139437,,28714
04/25/2020,NY,127030,,4715
08/18/2020,TX,550232,,13309
01/10/2022,FL,4830172,,64144
07/10/2020,FL,250362,,4760
10/03/2020,NY,217475,,9057
06/08/2022,TX,6910264,,86876
01/05/2022,TX,4847637,,74888
06/11/2021,FL,2306025,,37550
08/22/2022,NY,3143176,,28726
09/26/2020,TX,733438,,16716
08/21/2021,TX,3433281,,53928
12/07/2021,FL,3731656,,62485
10/13/2020,TX,800256,,17741
08/10/2020,NY,193267,,8880
07/08/2022,NY,3022070,,28287
08/18/2022,TX,7627826,,88254
03/06/2020,FL,8,,2
10/22/2020,FL,756297,,17441
04/03/2022,TX,6675881,,86074
02/04/2022,TX,6330497,,79135
12/09/2021,TX,4359697,,73227
02/25/2021,TX,2621155,,46033
04/12/2020,TX,13484,,420
05/22/2021,FL,2270485,,36810
06/06/2020,FL,61938,,2843
05/17/2021,NY,1141984,,19645
12/18/2021,NY,1708930,,22992
10/04/2022,TX,7876824,,89234
09/06/2022,NY,3174443,,28858
04/29/2021,FL,2193153,,35655
08/13/2021,TX,3292180,,52931
07/01/2020,NY,178604,,8687
09/12/2020,FL,650021,,15147
04/28/2021,FL,2187847,,35595
07/18/2020,NY,185184,,8779
07/28/2021,TX,3088316,,51949
04/24/2021,TX,2862938,,49722
06/04/2020,TX,69920,,2019
10/19/2020,TX,828527,,18216
07/17/2021,NY,1161724,,19957
12/19/2021,NY,1719004,,23031
02/25/2021,FL,1861128,,31935
12/22/2021,FL,3867066,,62833
01/05/2021,FL,1381738,,24083
09/20/2022,TX,7839312,,88976
01/15/2022,TX,5472025,,75934
05/02/2022,NY,2787447,,27505
09/04/2021,TX,3678922,,56903
06/06/2021,NY,1153222,,19830
08/25/2020,FL,596219,,13325
05/13/2022,TX,6779929,,86701
04/20/2022,NY,2732303,,27366
12/26/2020,TX,1660551,,29948
06/25/2020,TX,131917,,2832
07/02/2022,FL,6512191,,76556
02/25/2022,FL,5803292,,72317
07/25/2022,FL,6754565,,78011
06/02/2020,FL,57022,,2718
05/09/2022,NY,2826557,,27597
07/14/2022,TX,7254241,,87334
08/24/2021,FL,3143153,,47562
05/03/2022,TX,6746102,,86579
05/06/2021,TX,2898578,,50171
10/22/2021,NY,1412017,,21518
08/08/2022,TX,7534525,,87946
09/08/2022,NY,3178685,,28904
03/03/2021,TX,2663414,,46753
04/28/2022,FL,5926132,,74248
04/05/2022,TX,6679357,,86096
03/11/2020,FL,26,,3
04/08/2021,NY,1057251,,18958
01/29/2022,NY,2544982,,25819
05/07/2022,TX,6759528,,86635
10/08/2021,TX,4113124,,66057
05/19/2020,TX,49912,,1609
08/18/2022,FL,6954771,,79704
03/03/2021,NY,927750,,18092
08/19/2020,NY,196187,,8914
08/02/2021,NY,1174979,,19990
06/13/2021,NY,1154953,,19872
05/23/2020,FL,49092,,2370
10/07/2021,NY,1363979,,21118
06/27/2021,TX,2984340,,51422
12/08/2020,NY,385232,,10440
11/17/2020,NY,283503,,9544
02/15/2022,TX,6475736,,81258
02/19/2020,FL,0,,0
10/24/2021,FL,3659355,,61057
04/26/2020,TX,24631,,881
05/16/2020,TX,46999,,1534
01/25/2022,TX,6018220,,77058
09/18/2021,FL,3518913,,56274
07/31/2021,NY,1172784,,19985
09/16/2021,TX,3883678,,59980
09/25/2021,NY,1325098,,20842
11/20/2020,TX,1168925,,22463
09/01/2020,FL,619900,,14162
01/01/2022,TX,4629004,,74491
11/24/2020,FL,942414,,19299
05/04/2020,FL,36193,,1642
09/17/2022,TX,7827704,,88954
03/29/2022,FL,5847995,,73755
08/30/2020,TX,610354,,14693
08/07/2020,FL,515989,,10456
05/29/2020,NY,166285,,8058
02/03/2020,TX,0,,0
06/27/2021,FL,2332602,,37967
10/13/2022,TX,7893859,,89375
02/20/2020,NY,0,,0
07/05/2022,FL,6534324,,76744
10/28/2020,FL,778878,,17701
05/15/2021,TX,2919239,,50461
12/05/2020,NY,368246,,10274
08/20/2020,FL,581182,,12648
11/20/2021,FL,3704373,,62071
05/18/2022,FL,6050232,,74617
05/31/2021,TX,2943844,,50928
07/01/2020,TX,168062,,3366
11/07/2020,TX,1027237,,20399
07/17/2022,FL,6667443,,77461
07/29/2022,NY,3083465,,28504
08/09/2022,NY,3111758,,28620
10/05/2022,NY,3245873,,29182
02/25/2022,NY,2627371,,26904
05/06/2021,FL,2222879,,36029
09/09/2022,TX,7791507,,88811
07/20/2021,FL,2458244,,38913
08/07/2022,FL,6875643,,78918
02/28/2022,TX,6549206,,83549
04/17/2021,FL,2128952,,34994
06/07/2020,TX,74978,,2096
10/15/2022,TX,7897831,,89409
05/29/2022,TX,6850431,,86804
08/25/2021,NY,1224985,,20196
06/16/2020,TX,93206,,2407
09/05/2021,NY,1259355,,20392
05/04/2020,NY,143302,,5808
09/07/2020,NY,203809,,8970
04/19/2021,FL,2139028,,35094
07/17/2021,FL,2429710,,38715
10/09/2022,FL,7132616,,81994
08/12/2021,NY,1193699,,20052
07/02/2020,NY,179052,,8691
04/14/2020,FL,20789,,728
04/28/2020,FL,32040,,1362
06/13/2022,NY,2965041,,28084
03/26/2020,FL,2546,,77
09/19/2022,NY,3204736,,28999
04/27/2022,NY,2762363,,27441
07/27/2021,NY,1168038,,19976
06/11/2020,TX,81583,,2214
08/14/2021,NY,1198595,,20069
12/25/2020,NY,503243,,12000
08/26/2021,NY,1228157,,20212
11/01/2021,TX,4223527,,70000
05/23/2022,NY,2903201,,27837
04/21/2020,NY,112365,,4107
09/23/2021,NY,1316837,,20799
03/28/2022,NY,2665247,,27221
04/21/2022,NY,2736994,,27381
01/20/2022,NY,2451284,,25091
06/16/2021,FL,2313201,,37684
12/14/2021,TX,4380886,,73477
07/30/2022,NY,3086487,,28504
11/05/2020,NY,251352,,9313
04/27/2020,NY,131507,,4947
04/26/2020,FL,30962,,1267
01/22/2021,NY,751375,,15300
04/02/2021,TX,2790160,,48816
09/27/2022,NY,3225737,,29079
03/28/2021,FL,2008796,,33961
02/27/2021,NY,915323,,17964
01/06/2022,FL,4587473,,63658
05/24/2021,FL,2274016,,36882
07/26/2021,TX,3066674,,51853
09/25/2022,FL,7111459,,81602
08/30/2020,NY,200131,,8951
02/14/2022,TX,6464783,,81030
01/04/2021,TX,1811523,,32453
01/02/2021,FL,1337723,,23588
05/19/2020,NY,159024,,7550
02/03/2020,NY,0,,0
07/17/2022,NY,3048066,,28351
06/06/2021,TX,2953238,,51065
05/03/2020,FL,35627,,1585
04/28/2020,NY,132768,,5060
05/24/2020,NY,163392,,7830
02/21/2022,FL,5790276,,71915
12/16/2021,TX,4391567,,73658
01/25/2022,FL,5440709,,67193
09/23/2021,TX,3970552,,62033
09/21/2020,NY,210017,,9015
03/19/2022,TX,6618153,,85472
07/21/2022,NY,3059726,,28420
04/18/2021,TX,2841564,,49487
11/12/2020,FL,853427,,18480
05/03/2020,TX,31548,,1107
09/28/2021,NY,1333608,,20908
09/01/2020,TX,617333,,14891
05/25/2020,NY,164033,,7879
07/26/2021,FL,2541177,,39443
09/10/2021,NY,1274025,,20498
10/31/2020,FL,793315,,17856
04/15/2020,NY,95477,,3081
12/31/2020,TX,1756172,,31282
07/16/2022,FL,6659828,,77393
04/11/2022,FL,5870473,,73992
12/05/2020,TX,1364933,,25249
03/16/2022,NY,2647645,,27151
02/06/2021,NY,838229,,16781
07/30/2022,TX,7432464,,87695
10/12/2022,NY,3262069,,29278
12/07/2021,NY,1621012,,22491
01/16/2022,FL,5142646,,65205
07/04/2020,FL,196376,,4089
04/27/2021,FL,2182162,,35535
08/12/2021,FL,2888181,,43161
08/15/2022,FL,6932906,,79485
12/30/2020,NY,537345,,12466
07/12/2020,FL,277551,,5062
07/08/2020,NY,181152,,8721
12/12/2020,NY,413292,,10743
10/03/2020,TX,763010,,17096
08/17/2022,FL,6945404,,79626
05/28/2021,TX,2942235,,50866
01/28/2022,TX,6122432,,77780
05/21/2021,TX,2929961,,50649
10/13/2020,NY,225406,,9117
08/04/2021,NY,1177993,,19996
07/09/2021,TX,3004105,,51518
07/28/2022,NY,3080256,,28492
11/01/2021,FL,3673826,,61435
10/12/2020,FL,723614,,16943
06/20/2021,NY,1156172,,19902
11/13/2021,NY,1486783,,21775
11/22/2021,TX,4292386,,72208
03/09/2022,TX,6583747,,84645
06/11/2022,NY,2961598,,28084
11/02/2020,TX,977785,,19720
03/18/2021,TX,2735811,,48039
06/20/2022,TX,6985661,,86971
06/22/2021,FL,2323234,,37841
04/29/2020,NY,134850,,5170
08/10/2022,NY,3114681,,28631
09/14/2021,TX,3839170,,59197
11/06/2020,NY,253358,,9326
01/06/2022,TX,4892604,,75014
11/17/2020,FL,887510,,18813
01/25/2020,TX,0,,0
08/02/2021,TX,3132479,,52110
05/01/2020,NY,138624,,5442
10/01/2022,FL,7120862,,81788
01/06/2021,TX,1867163,,33124
04/05/2020,FL,12048,,352
03/08/2021,TX,2689413,,47237
12/25/2020,TX,1657857,,29718
04/11/2020,FL,18454,,603
07/22/2022,FL,6727217,,77836
04/22/2022,FL,5903150,,74161
01/29/2021,NY,798728,,16048
09/27/2020,FL,686435,,16168
11/03/2020,FL,804914,,17984
08/14/2020,FL,557961,,11670
02/20/2022,NY,2620634,,26795
08/30/2022,NY,3160489,,28818
08/20/2020,NY,196515,,8918
09/11/2020,NY,205539,,8986
05/01/2021,TX,2886713,,49980
04/27/2020,FL,31704,,1312
07/30/2020,TX,412107,,9718
11/02/2021,NY,1442927,,21800
02/16/2021,NY,877624,,17440
08/17/2021,TX,3354048,,53196
07/23/2020,FL,394847,,7175
03/28/2022,TX,6655436,,85868
12/03/2021,NY,1594932,,22344
08/09/2022,TX,7543647,,87982
01/24/2022,NY,2499378,,25416
05/15/2020,NY,155456,,7279
12/29/2020,NY,528633,,12354
08/29/2022,NY,3158732,,28797
03/05/2022,FL,5817966,,72885
08/13/2020,FL,551761,,11507
09/23/2020,NY,210805,,9017
09/15/2021,TX,3864455,,59608
06/19/2021,FL,2318277,,37771
09/23/2022,TX,7852498,,89093
12/04/2020,TX,1350542,,25057
07/20/2020,NY,185623,,8792
06/20/2022,NY,2979662,,28139
07/28/2020,NY,188629,,8826
06/20/2021,TX,2975701,,51314
12/04/2021,FL,3726579,,62401
04/08/2021,FL,2072877,,34530
10/07/2020,FL,711162,,16697
08/19/2021,NY,1210346,,20123
12/04/2021,TX,4337687,,72956
07/13/2022,FL,6628322,,77207
02/19/2020,TX,0,,0
08/04/2021,FL,2710614,,40945
05/27/2021,NY,1149326,,19742
05/08/2021,NY,1131817,,19540
07/28/2021,FL,2576177,,39712
04/03/2021,TX,2791810,,48859
01/30/2020,FL,0,,0
01/17/2021,FL,1547977,,26298
10/10/2022,TX,7889664,,89344
04/24/2020,FL,29656,,1182
05/30/2020,NY,166909,,8100
09/15/2022,TX,7816911,,88898
03/30/2022,NY,2668642,,27230
02/13/2021,FL,1790443,,30678
10/26/2020,NY,237676,,9215
04/12/2021,TX,2819529,,49227
01/26/2022,TX,6048954,,77321
01/29/2022,FL,5541196,,68110
12/27/2021,FL,4010306,,62997
06/28/2021,TX,2984523,,51437
02/03/2021,FL,1717889,,29220
10/17/2021,TX,4162747,,67812
04/06/2022,TX,6681962,,86134
07/29/2021,NY,1170157,,19981
09/15/2020,NY,207341,,9003
04/01/2021,FL,2032292,,34183
05/08/2020,FL,38508,,1808
12/29/2020,TX,1715978,,30720
06/01/2020,FL,55807,,2678
06/19/2020,TX,103305,,2532
05/10/2022,TX,6766749,,86646
09/26/2021,NY,1328061,,20871
02/16/2022,NY,2611709,,26684
01/08/2022,TX,5000819,,75233
12/28/2021,FL,4062986,,63050
07/24/2021,FL,2514382,,39223
02/28/2020,NY,0,,0
04/02/2021,FL,2038167,,34248
05/31/2020,TX,64287,,1919
06/17/2020,FL,82944,,3195
06/08/2020,NY,171446,,8362
06/30/2020,NY,178275,,8680
02/02/2021,TX,2415490,,41666
01/29/2021,FL,1679986,,28433
12/08/2020,FL,1061773,,20571
03/05/2020,NY,12,,0
02/26/2020,FL,0,,0
04/21/2022,TX,6717715,,86445
11/23/2020,FL,934290,,19225
02/05/2021,FL,1735334,,29558
12/25/2021,FL,3947911,,62930
03/09/2022,NY,2640378,,27081
05/10/2021,TX,2905863,,50292
09/19/2020,FL,669070,,15640
05/26/2020,FL,51045,,2468
03/01/2020,TX,0,,0
08/15/2022,NY,3127247,,28659
01/29/2020,NY,0,,0
10/21/2021,FL,3654806,,60857
03/19/2020,TX,108,,6
06/25/2022,NY,2991352,,28202
12/16/2020,TX,1519340,,27616
02/09/2022,NY,2593649,,26433
07/09/2022,TX,7192916,,87265
09/03/2021,TX,3661361,,56598
01/19/2022,FL,5263733,,65824
07/22/2020,NY,186442,,8800
03/17/2022,TX,6613467,,85320
09/19/2020,NY,209240,,9014
01/09/2022,FL,4782862,,64011
05/02/2020,NY,140623,,5544
07/15/2022,FL,6651205,,77326
02/06/2021,FL,1741936,,29717
06/07/2020,NY,171128,,8339
08/22/2022,TX,7658859,,88347
02/14/2020,FL,0,,0
12/16/2021,NY,1687870,,22891
02/19/2021,FL,1826979,,31362
03/20/2021,NY,985007,,18551
08/28/2020,FL,606001,,13723
01/16/2022,NY,2397668,,24750
07/02/2020,FL,175234,,3926
03/13/2021,TX,2715755,,47660
02/09/2021,NY,850387,,17009
01/29/2021,TX,2330028,,40654
12/24/2020,NY,494968,,11912
10/04/2020,FL,703094,,16520
03/19/2021,TX,2739385,,48101
04/19/2021,NY,1094889,,19199
03/02/2020,FL,2,,0
10/07/2021,FL,3619307,,59616
10/20/2020,NY,231273,,9164
06/01/2021,FL,2288328,,37203
07/28/2020,TX,394265,,9224
07/23/2021,FL,2501201,,39138
04/06/2021,NY,1048952,,18916
11/27/2020,TX,1255332,,23721
03/20/2020,TX,175,,9
09/03/2020,NY,201997,,8963
08/27/2021,NY,1232380,,20226
01/03/2022,NY,2009686,,23777
10/02/2021,TX,4065735,,64590
04/05/2022,NY,2680988,,27267
07/10/2021,TX,3006425,,51519
03/27/2021,TX,2768665,,48560
05/17/2021,FL,2257009,,36580
07/21/2021,NY,1163634,,19963
01/01/2021,FL,1327296,,23444
03/27/2021,FL,2005187,,33914
08/20/2022,TX,7636824,,88304
02/07/2020,TX,0,,0
02/12/2020,FL,0,,0
08/16/2022,NY,3129106,,28684
02/03/2021,NY,822958,,16513
05/20/2020,TX,51323,,1630
12/20/2020,NY,467569,,11467
10/16/2021,FL,3643377,,60489
12/30/2020,FL,1296587,,23129
12/21/2021,TX,4434762,,73918
06/02/2022,FL,6197163,,75055
09/27/2022,TX,7859801,,89123
10/12/2021,NY,1380063,,21251
05/07/2021,NY,1129878,,19522
08/22/2020,NY,197324,,8924
11/16/2020,NY,280349,,9518
11/08/2020,FL,831065,,18245
11/17/2020,TX,1129873,,21960
12/15/2020,TX,1500538,,27402
08/09/2020,FL,526145,,10791
09/22/2020,FL,675663,,15852
06/24/2022,TX,7033557,,87032
07/18/2021,TX,3029285,,51651
03/07/2021,FL,1909538,,32729
02/12/2021,FL,1784801,,30551
02/26/2022,TX,6545177,,83437
05/09/2020,TX,37860,,1295
06/20/2022,FL,6383092,,75874
11/20/2021,NY,1521477,,21943
08/02/2020,FL,482302,,9347
05/16/2022,NY,2867807,,27726
09/22/2021,FL,3547145,,57205
10/01/2020,TX,752501,,16973
02/29/2020,TX,0,,0
02/09/2021,FL,1761917,,30141
05/02/2022,FL,5942192,,74310
08/31/2020,NY,200519,,8952
09/29/2021,NY,1337434,,20938
10/15/2022,NY,3269760,,29310
11/09/2020,FL,835370,,18290
07/30/2021,NY,1171416,,19983
04/01/2020,NY,36273,,275
10/16/2021,NY,1395252,,21355
02/10/2020,NY,0,,0
12/08/2021,FL,3734471,,62498
08/10/2021,NY,1189064,,20028
10/01/2020,NY,215457,,9046
02/16/2020,FL,0,,0
07/25/2021,NY,1166710,,19973
07/06/2022,FL,6547610,,76803
02/17/2021,NY,880638,,17500
07/15/2020,FL,310362,,5563
10/05/2020,NY,218630,,9073
12/19/2020,NY,460856,,11366
02/20/2021,TX,2583617,,45317
06/20/2020,NY,175211,,8595
09/15/2020,FL,656717,,15369
02/23/2022,TX,6527652,,82887
08/14/2022,TX,7579781,,88091
01/17/2022,TX,5590444,,76000
07/05/2022,TX,7147656,,87178
03/08/2022,FL,5822055,,73056
09/14/2022,NY,3191908,,28970
06/21/2021,NY,1156227,,19906
02/03/2022,FL,5629832,,69198
04/13/2022,NY,2705993,,27316
03/23/2022,NY,2656954,,27194
06/17/2021,NY,1155645,,19889
02/02/2020,NY,0,,0
08/02/2022,NY,3093157,,28551
09/02/2020,NY,201412,,8957
06/14/2021,TX,2967730,,51214
05/05/2021,FL,2218511,,35974
12/29/2021,NY,1860964,,23516
07/20/2020,FL,363146,,6532
12/28/2021,TX,4531151,,74330
01/07/2021,FL,1420386,,24409
10/12/2020,NY,224558,,9113
08/03/2021,TX,3147040,,52161
07/24/2022,NY,3068898,,28430
10/11/2022,FL,7135945,,82041
12/14/2020,FL,1121597,,21146
03/20/2022,FL,5835846,,73522
05/27/2022,TX,6837611,,86804
04/30/2021,FL,2198558,,35711
09/02/2021,NY,1249321,,20332
02/05/2020,FL,0,,0
05/29/2022,FL,6152246,,74909
01/22/2020,FL,0,,0
06/27/2020,FL,138649,,3619
04/16/2021,FL,2123269,,34951
02/20/2021,FL,1831876,,31458
06/09/2021,NY,1153952,,19848
07/24/2022,FL,6743086,,77957
06/02/2020,TX,66568,,1967
08/16/2022,TX,7610427,,88179
10/21/2020,TX,838809,,18386
09/24/2021,FL,3562240,,57637
06/28/2020,FL,143992,,3675
09/03/2021,NY,1253112,,20352
05/23/2020,NY,162660,,7762
08/18/2021,NY,1207588,,20111
08/31/2022,TX,7729777,,88608
08/04/2022,NY,3099819,,28569
08/03/2022,TX,7486155,,87833
04/12/2022,NY,2701992,,27309
01/17/2022,FL,5175297,,65416
02/20/2020,TX,0,,0
02/02/2021,FL,1710378,,29038
03/16/2022,FL,5831565,,73387
09/15/2022,FL,7089169,,81209
07/16/2022,TX,7281953,,87385
04/16/2022,NY,2718958,,27326
09/09/2022,FL,7070343,,80963
03/21/2021,NY,988742,,18577
08/11/2022,TX,7564812,,88049
10/10/2021,FL,3627411,,59959
04/22/2021,NY,1102176,,19268
10/13/2022,FL,7139186,,82061
02/23/2020,NY,0,,0
11/16/2021,TX,4272442,,71722
12/11/2020,NY,406146,,10669
06/24/2022,NY,2988949,,28194
03/25/2021,TX,2759866,,48453
03/25/2021,NY,1002364,,18653
04/26/2022,FL,5916803,,74211
06/21/2022,NY,2981145,,28139
06/25/2020,FL,120747,,3526
03/18/2021,NY,977455,,18500
12/26/2020,FL,1246677,,22542
11/30/2020,FL,987734,,19814
03/02/2021,TX,2655592,,46638
05/01/2021,NY,1121015,,19409
06/09/2021,TX,2962028,,51119
05/22/2020,FL,48541,,2332
03/22/2020,TX,263,,12
03/23/2022,TX,6639014,,85641
05/31/2022,TX,6858543,,86817
01/05/2021,TX,1843153,,32779
05/23/2021,NY,1147037,,19706
03/12/2020,NY,230,,0
06/05/2020,NY,170268,,8284
08/03/2020,TX,442014,,10554
10/24/2020,NY,235930,,9197
08/10/2021,FL,2837896,,42522
03/31/2021,NY,1026173,,18784
09/20/2020,NY,209704,,9015
11/11/2020,FL,846628,,18423
09/05/2021,TX,3686523,,57057
02/16/2022,FL,5769683,,71329
05/21/2022,NY,2895841,,27809
06/03/2021,TX,2947860,,50997
02/08/2021,TX,2491227,,43099
06/10/2021,FL,2304470,,37529
11/22/2020,NY,301449,,9679
07/10/2020,TX,240111,,4795
03/20/2020,FL,531,,14
05/18/2020,FL,45422,,2180
05/23/2021,FL,2272089,,36846
12/05/2021,NY,1610404,,22406
03/05/2021,TX,2678295,,46960
11/26/2020,NY,317677,,9838
12/03/2020,TX,1333746,,24830
05/29/2022,NY,2920452,,27899
04/18/2020,TX,18260,,619
05/08/2020,NY,148624,,6657
06/21/2020,NY,175490,,8606
07/15/2021,NY,1160945,,19955
03/07/2021,NY,942268,,18228
01/26/2020,FL,0,,0
06/26/2020,NY,177150,,8654
06/07/2021,TX,2953743,,51083
10/14/2020,FL,729749,,17037
09/17/2020,NY,208304,,9008
06/13/2022,TX,6945370,,86914
11/19/2020,NY,290513,,9596
02/21/2020,TX,0,,0
06/04/2020,NY,169727,,8259
09/08/2020,NY,204144,,8974
09/12/2021,NY,1281351,,20538
09/20/2020,FL,670702,,15703
03/02/2022,NY,2632782,,26994
03/01/2021,FL,1880886,,32264
09/29/2021,FL,3587354,,58564
12/28/2020,TX,1683426,,30438
03/18/2022,TX,6616597,,85399
05/10/2020,FL,39579,,1874
09/08/2021,TX,3733656,,57524
04/15/2022,TX,6705420,,86327
09/05/2020,FL,632555,,14567
07/31/2022,NY,3089144,,28504
08/01/2022,TX,7463604,,87756
06/22/2022,TX,7011829,,86996
10/06/2022,TX,7880387,,89268
12/06/2021,NY,1614961,,22449
07/07/2020,TX,210585,,4217
12/23/2020,FL,1223115,,22182
04/01/2021,TX,2786642,,48773
05/18/2020,TX,48693,,1581
03/13/2021,FL,1938105,,33122
06/15/2021,NY,1155263,,19884
02/26/2020,TX,0,,0
07/25/2020,NY,187668,,8819
05/13/2020,NY,153411,,7132
08/13/2020,TX,513575,,12564
10/10/2022,FL,7134242,,82015
04/02/2020,FL,8848,,245
07/03/2021,TX,2994052,,51493
07/24/2020,FL,406824,,7396
02/27/2020,TX,0,,0
06/09/2022,NY,2956580,,28068
01/30/2022,TX,6192817,,78136
03/30/2022,FL,5850378,,73781
03/28/2021,NY,1014969,,18711
02/26/2022,FL,5804650,,72387
03/10/2020,TX,15,,0
05/05/2022,NY,2803855,,27543
03/24/2021,TX,2756632,,48403
01/22/2022,FL,5332853,,66528
03/26/2020,TX,1394,,37
11/14/2021,NY,1490979,,21796
11/19/2020,FL,905344,,18935
07/10/2022,TX,7206280,,87273
08/27/2020,TX,597737,,14394
01/13/2022,TX,5297814,,75650
04/09/2022,FL,5866836,,73958
08/07/2021,TX,3219300,,52435
06/18/2022,NY,2976382,,28126
03/30/2021,FL,2019029,,34051
12/08/2021,TX,4355596,,73147
07/04/2020,TX,191790,,3771
01/11/2022,NY,2266118,,24339
11/03/2021,FL,3677756,,61505
08/19/2020,FL,576632,,12485
05/18/2021,NY,1142612,,19654
01/04/2022,FL,4444805,,63458
05/16/2020,FL,44170,,2111
08/16/2020,FL,564236,,11993
10/26/2020,TX,867075,,18856
10/05/2021,NY,1356030,,21075
12/10/2021,TX,4364714,,73337
11/29/2020,TX,1266707,,24069
07/05/2021,NY,1158346,,19936
11/27/2021,TX,4306239,,72381
01/30/2021,TX,2349142,,40928
07/17/2022,TX,7294042,,87402
08/16/2020,NY,195285,,8901
03/19/2022,FL,5835169,,73489
01/03/2021,FL,1348978,,23758
07/11/2021,FL,2381780,,38427
03/16/2021,NY,970120,,18455
09/09/2020,NY,204507,,8976
06/24/2021,TX,2980499,,51378
02/15/2020,TX,0,,0
05/14/2022,NY,2844697,,27686
08/18/2022,NY,3134374,,28709
11/22/2020,TX,1193616,,22791
04/27/2022,TX,6731450,,86514
01/18/2021,NY,719918,,14814
01/27/2021,TX,2292732,,40100
08/31/2022,FL,7031808,,80501
06/30/2021,NY,1157475,,19930
08/08/2020,NY,192761,,8875
11/18/2020,NY,287050,,9573
02/19/2021,NY,887832,,17622
04/23/2021,FL,2163247,,35342
08/05/2022,FL,6864038,,78779
05/07/2021,TX,2901504,,50198
01/15/2021,TX,2072903,,36253
06/29/2021,NY,1157344,,19928
10/18/2020,TX,823779,,18131
01/12/2021,NY,665919,,14050
04/02/2022,FL,5854710,,73833
11/22/2021,FL,3707006,,62115
09/04/2021,FL,3358172,,51950
05/12/2020,FL,40978,,1961
12/29/2021,TX,4545437,,74401
10/10/2021,NY,1373932,,21204
10/04/2020,NY,218165,,9068
07/14/2021,NY,1160539,,19954
07/02/2021,FL,2346443,,38129
11/13/2020,FL,857837,,18558
06/11/2020,CA,139281,139281.0,4769
08/18/2020,CA,632667,632667.0,11145
02/25/2021,CA,3460326,3460326.0,50648
02/10/2021,CA,3362981,3362981.0,44425
09/06/2020,CA,732144,732144.0,13592
10/16/2020,CA,861476,861476.0,16712
02/26/2021,CA,3465726,3465726.0,51121
11/10/2020,CA,977218,977218.0,18027
06/28/2021,CA,3714051,3714051.0,62994
08/10/2020,CA,561911,561911.0,10247
04/20/2020,CA,30978,30978.0,1147
05/30/2022,CA,9543015,8896174.0,90612
03/19/2020,CA,675,675.0,15
12/07/2020,CA,1366435,1366435.0,20028
03/01/2021,CA,3479078,3479078.0,52032
06/12/2020,CA,141983,141983.0,4832
02/18/2021,CA,3421720,3421720.0,47537
04/24/2020,CA,39254,39254.0,1489
09/12/2021,CA,4547683,4354113.0,66701
07/03/2022,CA,10143414,9431299.0,91701
02/03/2020,CA,6,6.0,0
04/06/2022,CA,9105181,8503930.0,88355
08/15/2022,CA,10888858,10104761.0,93378
05/11/2021,CA,3656967,3656967.0,61246
01/22/2021,CA,3062068,3062068.0,35029
04/11/2021,CA,3600178,3600178.0,59218
03/20/2021,CA,3541928,3541928.0,56072
10/10/2020,CA,842776,842776.0,16380
10/27/2021,CA,4855054,4635540.0,71295
02/09/2022,CA,8742232,8166393.0,80912
08/07/2022,CA,10796918,10024326.0,93056
03/14/2020,CA,288,288.0,3
11/29/2020,CA,1198934,1198934.0,19189
04/03/2020,CA,10701,10701.0,237
08/18/2021,CA,4225740,4057724.0,64291
09/07/2022,CA,11137381,10314717.0,94351
12/03/2020,CA,1264539,1264539.0,19481
07/10/2022,CA,10266226,9540194.0,91930
10/12/2021,CA,4770213,4557285.0,69756
12/05/2020,CA,1311625,1311625.0,19808
06/21/2021,CA,3704005,3704005.0,62693
10/06/2022,CA,11278564,10437463.0,95414
04/08/2020,CA,16957,16957.0,443
10/16/2021,CA,4787698,4571467.0,70150
09/16/2020,CA,762963,762963.0,14411
03/04/2021,CA,3488467,3488467.0,52823
03/07/2021,CA,3501394,3501394.0,53722
05/02/2020,CA,52197,52197.0,2083
06/02/2020,CA,115310,115310.0,4127
12/25/2021,CA,5264182,4990016.0,75461
12/20/2021,CA,5204695,4935461.0,75167
06/21/2020,CA,173824,173824.0,5402
04/03/2021,CA,3577951,3577951.0,58404
